ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,3167 4 3684 7 4202 9 4718 13 5236 16 5753 18 6270 21 6311 2 6789 21 6824 9 7307 24 7340 13 7826 24 7858 14 8345 25 8375 17 8864 26 8892 19 9383 48 9902 48 10421 48 10940 49 11459 49 11977 50 12496 50 13015 50 13534 50 14053 50 14572 50 15091 51 15610 51 16129 52 16648 52 17167 26 17197 22 17686 25 17717 22 18206 23 18237 21 18725 22 18757 20 19244 22 19277 19 19763 21 19796 20 20282 21 20315 20 20801 21 20834 20 21320 21 21353 20 21840 20 21872 20 22359 19 22392 18 22878 18 22911 18 23399 15 23432 14 23921 10 23952 12 24441 8 24471 11 24992 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,27568 10 28085 15 28603 18 29120 21 29638 23 30156 25 30675 25 31193 26 31711 27 32230 27 32748 28 33266 29 33785 28 34304 28 34822 28 35341 27 35860 26 36379 25 36897 26 37416 25 37934 24 38453 24 38973 22 39493 21 40012 20 40532 19 41051 17 41571 15 42093 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,76348 6 76864 11 77382 13 77903 11 78424 9 78945 7 79464 8 79984 6 80504 5 81023 3 81542 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,86732 1 87250 3 87769 4 88288 3 88807 3 89326 3 89845 3 90365 1 90884 1 91403 2 91922 3 92439 6 92958 9 93477 12 93995 13 94512 15 95031 16 95552 15 96071 15 96589 16 97110 15 97630 15 98148 17 98666 17 99186 18 99706 19 100226 18 100745 18 101265 17 101784 19 102304 18 102824 17 103345 16 103866 17 104385 18 104905 16 105425 16 105946 15 106465 15 106984 14 107506 13 108026 13 108545 13 109065 13 109584 16 110103 19 110623 18 111143 17 111665 15 112186 15 112705 16 113225 17 113745 17 114267 16 114786 15 115306 14 115826 14 116346 15 116866 14 117386 12 117904 14 118423 5 118429 8 118943 12 119466 6 119989 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,85694 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,44712 8 45228 14 45744 18 46261 22 46779 25 47296 27 47814 28 48333 29 48852 29 49370 30 49888 31 50407 31 50926 31 51445 30 51965 29 52484 29 53002 30 53521 28 54040 27 54560 25 55080 24 55601 21 56122 17 56643 14 57164 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,83 13 599 18 1117 20 1635 21 2154 21 2673 21 3193 19 3713 17 4234 12 4754 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,61337 2 61851 9 62367 14 62884 17 63401 20 63919 23 64438 24 64957 24 65475 25 65994 25 66512 27 67031 27 67550 27 68069 27 68587 28 69106 29 69625 29 70143 30 70662 30 71181 30 71701 29 72221 28 72740 28 73259 27 73779 26 74298 26 74817 26 75337 24 75857 23 76376 23 76897 21 77417 20 77936 20 78455 19 78975 17 79494 16 80015 14 80535 12 81056 7 81579 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,19874 1 20388 11 20904 16 21422 19 21940 21 22458 23 22975 25 23481 10 23492 28 23997 43 24515 45 25033 46 25551 48 26070 48 26589 48 27109 47 27627 48 28145 50 28664 50 29183 50 29702 50 30221 50 30741 49 31260 50 31779 50 32299 49 32818 48 33337 48 33857 46 34376 46 34896 44 35415 43 35936 39 36456 23 36480 5 36489 3 36975 23 37495 21 38015 19 38536 16 39059 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,92507 8 93024 12 93542 14 94060 17 94578 19 95097 19 95615 21 96135 20 96654 20 97173 21 97692 22 98210 23 98729 23 99248 24 99767 24 100286 25 100806 24 101325 25 101844 26 102363 26 102883 25 103402 25 103922 25 104443 22 104964 20 105485 18 106006 16 106526 14 107046 12 107568 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,48927 1 49440 12 49956 16 50473 19 50991 21 51509 22 52027 24 52546 24 53064 25 53582 26 54100 27 54619 27 55137 27 55656 27 56174 27 56693 27 57211 27 57730 27 58248 28 58767 27 59286 27 59805 27 60324 26 60843 26 61362 25 61881 25 62400 24 62919 24 63439 23 63959 22 64478 21 64998 20 65518 19 66038 17 66559 13 67079 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129870 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,124 28 642 31 1160 32 1680 31 2199 31 2719 30 3239 28 3759 27 4279 26 4798 25 5317 25 5837 24 6357 23 6877 22 7397 20 7916 20 8437 17 8958 13 9480 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127293 3 127810 7 128328 8 128845 11 129362 13 129877 16 130400 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,111210 11 111724 21 112242 24 112760 27 113278 30 113796 32 114315 32 114833 34 115350 36 115869 36 116388 36 116907 37 117426 37 117946 36 118466 35 118985 35 119505 33 120024 33 120544 31 121064 30 121585 27 122111 18 122636 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80626 9 81143 13 81661 16 82179 18 82697 20 83215 21 83734 22 84253 22 84772 22 85291 23 85810 24 86328 25 86847 25 87366 25 87884 26 88402 27 88439 9 88920 29 88955 14 89433 36 89470 20 89949 61 90464 65 90981 68 91499 69 92018 40 92061 27 92537 36 92581 26 93055 35 93100 27 93574 33 93620 27 94092 33 94139 27 94610 33 94658 28 95129 32 95178 27 95648 32 95697 28 96168 30 96216 28 96687 30 96736 27 97207 29 97255 28 97726 29 97774 28 98245 29 98293 28 98764 29 98813 28 99283 29 99332 28 99803 28 99852 27 100322 28 100371 27 100842 26 100891 26 101363 23 101411 25 101884 20 101931 24 102404 18 102450 24 102926 15 102970 24 103452 4 103489 23 104009 21 104530 18 105050 17 105571 14 106093 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,165 22 682 26 1200 29 1719 30 2239 29 2758 29 3279 27 3799 26 4319 25 4838 25 5358 25 5878 24 6397 24 6916 25 7435 25 7955 24 8474 24 8994 23 9513 23 10032 22 10552 21 11072 19 11592 18 12112 16 12633 14 13154 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,56753 12 57269 16 57786 20 58304 22 58822 24 59341 24 59859 25 60377 26 60896 27 61414 28 61933 28 62451 29 62970 28 63489 28 64008 28 64527 27 65046 26 65565 26 66084 25 66604 23 67125 20 67645 18 68165 15 68687 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,34994 7 35510 13 36027 16 36545 18 37062 22 37580 25 38099 25 38617 26 39136 27 39655 27 40174 26 40692 27 41210 28 41729 27 42247 27 42766 27 43285 27 43805 25 44324 25 44843 25 45362 24 45882 23 46401 22 46921 20 47441 18 47961 15 48483 11 49004 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,62500 8 63017 13 63534 16 64051 19 64569 20 65088 21 65606 22 66125 23 66643 24 67162 24 67680 25 68199 26 68717 27 69236 27 69755 27 70274 27 70793 27 71312 27 71831 27 72350 27 72868 27 73387 27 73906 27 74425 27 74944 27 75463 26 75983 25 76503 24 77021 24 77540 24 78060 23 78579 23 79098 23 79618 21 80137 21 80657 20 81176 20 81696 19 82215 18 82735 16 83255 13 83775 11 84297 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,222 34 739 39 1257 41 1776 41 2295 41 2814 41 3334 40 3853 40 4373 38 4892 38 5413 36 5932 36 6451 36 6970 35 7490 35 8009 34 8528 34 9048 32 9567 32 10088 29 10608 28 11127 27 11647 25 12166 24 12685 24 13206 21 13726 18 14246 15 14768 10 15291 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113398 3 113913 11 114430 15 114947 17 115465 19 115982 22 116500 23 117018 24 117536 25 118054 26 118572 27 119090 28 119607 31 120126 31 120644 32 121162 33 121680 34 122198 35 122717 36 123235 41 123754 44 124273 45 124792 47 125311 47 125830 48 126349 49 126869 49 127388 50 127907 50 128428 48 128948 47 129470 44 129992 40 130520 29 131045 19
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28787 11 29304 16 29822 18 30341 19 30859 22 31378 22 31898 22 32417 23 32936 24 33455 25 33975 24 34494 24 35013 25 35532 25 36052 24 36571 25 37089 25 37608 25 38127 25 38646 25 39164 25 39686 22 40206 21 40727 18 41246 17 41768 13 42292 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,83294 1 83809 9 84326 14 84843 18 85361 20 85879 22 86397 24 86916 25 87434 27 87953 28 88472 29 88992 28 89511 29 90030 29 90549 29 91068 29 91587 29 92107 28 92626 28 93146 27 93667 25 94187 24 94707 22 95227 20 95748 16 96269 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51131 6 51647 13 52163 17 52680 21 53198 23 53714 28 54232 30 54751 32 55268 34 55786 35 56305 36 56824 36 57343 37 57861 38 58380 39 58899 39 59418 39 59937 39 60456 39 60976 39 61495 38 62013 39 62533 38 63052 37 63573 34 64093 33 64614 30 65135 28 65655 25 66175 23 66697 17 67221 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,23646 11 24163 16 24680 20 25197 24 25716 24 26234 26 26752 28 27270 29 27788 31 28307 31 28825 32 29343 34 29862 34 30381 34 30900 34 31419 34 31939 32 32458 32 32977 32 33495 33 34015 31 34534 30 35054 29 35573 28 36092 27 36612 26 37132 24 37652 22 38172 20 38693 16 39214 12 39738 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79178 7 79695 12 80212 16 80730 18 81249 20 81768 21 82286 23 82805 24 83325 24 83844 25 84363 26 84882 27 85402 27 85921 28 86440 28 86959 28 87479 27 87999 25 88518 25 89038 24 89558 23 90078 21 90599 18 91120 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112932 3 113447 11 113965 15 114482 19 115000 21 115519 22 116037 24 116555 26 117074 27 117593 27 118111 30 118630 31 119149 31 119668 31 120187 32 120706 32 121225 32 121744 33 122264 32 122784 31 123303 31 123823 30 124344 27 124865 25 125386 23 125907 20 126427 19 126947 18 127465 18 127984 18 128502 19 129021 19 129540 19 130059 18 130578 17 131099 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,326 17 841 25 1359 28 1876 31 2394 33 2912 35 3431 36 3950 36 4469 36 4988 36 5507 36 6025 37 6544 37 7063 36 7583 35 8102 34 8622 32 9142 31 9663 28 10182 27 10702 26 11221 26 11739 26 12258 27 12775 29 13294 29 13812 30 14331 31 14850 31 15369 31 15888 31 16407 31 16925 32 17444 32 17964 31 18483 31 19002 31 19521 31 20041 30 20560 30 21078 30 21598 29 22118 27 22638 26 23158 24 23679 22 24199 21 24719 19 25240 17 25762 12 26284 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,70919 14 71436 19 71954 21 72471 23 72989 25 73508 26 74025 29 74542 32 75061 32 75579 33 76097 34 76615 35 77134 35 77652 36 78171 36 78689 37 79208 37 79727 36 80246 35 80765 34 81285 33 81803 34 82322 33 82840 33 83360 30 83879 29 84399 28 84918 27 85438 24 85958 22 86478 20 86998 18 87523 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99986 10 100503 14 101020 18 101539 19 102057 20 102576 21 103095 22 103614 22 104133 22 104652 22 105171 23 105690 23 106209 23 106728 23 107247 23 107765 24 108283 25 108803 23 109322 23 109841 22 110359 23 110878 23 111397 23 111917 22 112436 22 112955 21 113475 19 113995 17 114516 15 115037 11 115558 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,39270 10 39786 16 40302 21 40820 23 41337 26 41855 28 42373 30 42892 31 43411 32 43929 33 44448 34 44967 34 45486 34 46004 34 46523 34 47042 34 47561 34 48080 34 48599 34 49118 33 49637 33 50157 30 50677 28 51198 25 51719 21 52241 16 52766 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,124409 1 124925 8 125441 12 125959 15 126477 17 126995 19 127513 20 128032 20 128551 20 129070 20 129589 20 130108 19 130628 17 131149 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,9200 12 9717 16 10235 19 10753 21 11271 22 11790 23 12308 24 12826 25 13345 25 13864 25 14382 26 14900 27 15419 27 15937 28 16456 28 16974 29 17493 28 18012 28 18531 28 19050 28 19569 27 20088 26 20606 27 21125 26 21644 26 22164 24 22683 24 23203 22 23723 20 24243 18 24764 15 25284 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89662 12 90178 16 90695 20 91212 23 91731 23 92249 25 92768 25 93288 25 93807 26 94326 26 94844 27 95363 27 95882 27 96401 27 96920 27 97439 27 97957 29 98473 32 98986 37 99503 39 100020 40 100538 41 101057 41 101576 40 102094 41 102613 40 103132 40 103650 39 104169 36 104688 27 105207 25 105726 23 106245 22 106763 23 107281 24 107800 24 108319 23 108837 24 109356 24 109875 23 110394 23 110913 23 111431 23 111950 23 112469 22 112988 22 113507 21 114026 21 114545 20 115064 18 115584 16 116105 12 116626 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,397 26 913 31 1431 33 1949 34 2468 34 2987 33 3507 32 4027 30 4546 30 5065 30 5585 29 6104 28 6624 27 7144 26 7665 23 8186 20 8707 16 9230 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45565 10 46082 14 46599 19 47116 22 47633 26 48151 28 48669 29 49187 31 49705 33 50223 35 50742 35 51261 36 51780 36 52299 36 52818 36 53337 36 53856 36 54375 36 54894 35 55414 34 55934 33 56454 30 56975 27 57496 23 58016 20 58539 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114075 10 114592 14 115110 16 115627 18 116145 19 116663 20 117182 20 117701 20 118219 21 118738 21 119257 21 119775 22 120294 22 120812 23 121331 23 121850 22 122368 23 122887 23 123406 23 123924 24 124443 24 124962 23 125481 22 126000 21 126519 21 127038 21 127556 21 128074 22 128594 20 129114 18 129634 15 130154 12 130675 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,19104 5 19621 10 20138 14 20655 17 21173 19 21691 21 22209 23 22727 24 23246 25 23764 26 24283 26 24801 27 25319 28 25838 28 26356 29 26875 28 27393 29 27911 30 28430 30 28948 30 29467 30 29986 29 30505 29 31024 29 31543 28 32063 27 32582 27 33101 26 33620 25 34140 23 34659 22 35179 20 35700 16 36221 13 36742 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,65832 16 66347 23 66864 27 67382 30 67901 32 68419 35 68937 37 69455 39 69974 39 70494 38 71013 38 71532 38 72051 38 72571 36 73091 35 73610 34 74130 32 74650 30 75171 27 75692 23 76216 16 76739 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126560 9 127076 18 127592 24 128109 27 128627 29 129146 30 129665 29 130184 29 130704 26 131228 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,107879 10 108395 16 108912 19 109430 21 109948 23 110467 24 110985 26 111504 26 112023 28 112542 29 113061 29 113580 29 114100 28 114619 29 115138 29 115657 29 116177 29 116696 29 117216 28 117735 27 118256 26 118775 27 119295 26 119815 25 120335 25 120854 25 121374 24 121894 22 122415 20 122935 19 123455 17 123976 13 124497 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,447 25 963 30 1481 31 2000 32 2520 31 3040 29 3559 28 4079 26 4599 25 5118 25 5638 23 6157 23 6676 23 7196 22 7716 20 8237 17 8758 13 9279 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,78846 1 79355 17 79872 21 80389 24 80907 26 81425 29 81943 31 82461 33 82980 34 83499 35 84018 36 84537 36 85056 37 85575 39 86095 39 86614 41 87133 43 87652 44 88172 44 88692 44 89211 44 89731 44 90251 43 90770 44 91289 44 91809 43 92328 43 92847 42 93366 41 93884 39 94390 50 94906 50 95424 49 95942 49 96461 49 96980 49 97499 49 98018 49 98537 48 99057 46 99576 45 100097 43 100617 41 101139 38 101660 35 102181 31 102701 30 103221 27 103742 24 104268 4 104274 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25379 13 25896 18 26413 21 26932 22 26968 3 27450 25 27483 10 27968 46 28486 48 29004 50 29521 52 30040 52 30559 52 31077 53 31596 53 32115 53 32634 53 33152 54 33670 55 34189 55 34708 55 35227 55 35747 54 36266 54 36785 54 37304 54 37823 54 38342 53 38862 52 39382 51 39902 49 40423 47 40943 44 41464 42 41998 26 42521 20 43042 15 43565 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51873 12 52391 14 52910 15 53428 17 53946 19 54465 19 54985 18 55504 18 56024 17 56543 17 57063 16 57582 16 58101 16 58620 16 59139 16 59658 16 60178 15 60697 15 61216 16 61736 15 62255 16 62775 14 63294 14 63813 14 64332 13 64852 11 65372 9 65893 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,497 20 1015 23 1533 23 2052 23 2572 22 3091 21 3611 19 4132 15 4655 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47224 2 47741 7 48259 8 48778 8 49297 8 49816 8 50336 7 50856 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1282 3 1537 5 1568 11 1793 6 1823 13 2049 7 2078 15 2305 7 2334 16 2561 8 2577 5 2590 17 2817 8 2831 8 2846 18 3073 8 3085 12 3103 18 3329 8 3341 12 3359 19 3585 9 3595 15 3615 20 3841 25 3872 19 4097 25 4128 20 4353 25 4385 20 4609 25 4641 20 4865 25 4897 20 5121 25 5152 21 5377 25 5406 23 5633 26 5661 24 5889 51 6146 49 6402 49 6664 19 6685 21 6921 17 6942 18 7177 17 7201 12 7434 15 7461 6 7691 13 7948 10 8208 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,11778 5 12034 5 12290 6 12545 8 12801 8 13057 8 13313 9 13569 10 13825 10 14081 10 14337 11 14593 11 14849 11 15105 12 15361 12 15617 12 15873 12 16129 12 16385 12 16641 12 16897 11 17153 11 17409 11 17665 10 17921 10 18177 10 18433 10 18689 10 18945 10 19201 10 19457 9 19714 7 19970 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,32771 4 33026 6 33281 8 33537 8 33793 8 34049 8 34305 8 34561 9 34817 9 35073 9 35329 9 35585 9 35841 9 36097 8 36353 8 36609 8 36865 8 37121 8 37377 7 37633 7 37889 6 38145 6 38402 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43010 5 43265 7 43521 8 43777 9 44033 10 44289 10 44545 11 44801 11 45057 10 45314 9 45572 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49411 2 49666 6 49921 8 50177 10 50433 10 50689 11 50945 12 51201 15 51458 16 51715 16 51974 13 52230 13 52486 13 52738 17 52994 17 53249 18 53505 18 53761 18 54017 17 54273 17 54529 16 54785 15 55041 9 55297 8 55553 8 55809 7 56065 7 56321 7 56577 6 56833 6 57089 6 57345 6 57601 6 57857 5 58114 4 58370 4 58626 5 58881 7 59137 7 59393 7 59649 7 59905 7 60161 7 60417 7 60673 7 60929 7 61185 7 61441 7 61697 7 61953 7 62209 7 62465 7 62721 7 62977 7 63233 6 63489 6 63745 6 64001 6 64257 6 64513 6 64769 5 65026 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36393 6 36648 9 36902 12 37157 14 37413 14 37669 14 37924 14 38180 14 38423 5 38436 13 38677 8 38692 13 38931 11 38947 14 39186 13 39203 14 39441 16 39459 13 39696 31 39951 32 40206 21 40228 11 40462 20 40485 8 40717 21 40741 7 40973 22 41229 22 41485 22 41741 22 41998 22 42255 21 42511 22 42768 21 43025 19 43281 18 43538 16 43794 15 44051 13 44307 12 44565 9 44822 7 45081 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51743 7 51998 9 52253 12 52508 14 52763 16 53019 16 53275 16 53530 18 53786 18 54042 18 54297 20 54553 21 54809 23 55065 25 55321 26 55577 27 55833 28 56089 28 56346 27 56603 27 56860 26 57117 25 57376 22 57633 21 57890 20 58146 21 58402 21 58657 23 58913 24 59169 24 59424 25 59680 26 59936 27 60192 27 60448 26 60705 25 60961 25 61217 25 61473 24 61729 24 61985 23 62241 22 62497 21 62753 20 63009 19 63265 18 63521 18 63777 18 64033 18 64289 19 64545 19 64802 19 65058 18 65319 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9510 5 9763 11 10017 14 10272 16 10527 18 10783 19 11038 21 11293 22 11549 22 11804 23 12059 25 12315 25 12570 26 12826 26 13082 26 13338 26 13595 25 13851 25 14106 26 14362 25 14618 25 14874 25 15130 24 15387 23 15643 22 15902 18 16159 16 16416 13 16673 10 16931 6 17189 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28706 7 28961 9 29216 11 29471 12 29727 13 29983 14 30239 14 30495 14 30751 14 31007 15 31263 15 31519 16 31775 16 32032 15 32288 15 32545 13 32801 12 33058 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46129 8 46384 10 46638 15 46893 17 47148 19 47402 21 47658 21 47913 23 48169 22 48425 22 48681 22 48937 22 49193 21 49450 19 49706 19 49963 18 50220 17 50476 17 50733 16 50990 15 51247 14 51504 13 51761 12 52018 10 52276 8 52534 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20018 1 20272 6 20526 9 20781 11 21037 12 21292 13 21548 13 21804 13 22060 13 22316 13 22572 13 22828 13 23085 12 23342 10 23599 8 23856 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37440 3 37693 7 37947 12 38202 13 38458 14 38713 15 38969 16 39225 16 39481 16 39736 17 39991 18 40247 18 40503 19 40758 20 41013 21 41269 20 41524 21 41780 21 42036 21 42292 20 42548 19 42804 18 43061 16 43318 14 43575 12 43832 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,64316 8 64570 13 64824 16 65079 17 65336 15
